"ID","Nom","Type","Deplacement","TypeDeplacement","PointsArmee","TauxProduction","TypeProduction","Evolution","ConditionPour","Nation","Pic","CargMat","CargMil","CargCiv","Detection","Discretion","Camouflage","Domaines","DomainesAttaq","Portee","Precision","Esquive","Couverture","PuissanceOff","PuissanceDef","Armure","Resistance","Rapidite","Moral","Loyaute","TauxProductionSec","TypeProductionSec","CargMV","ArretMarchand","AjustType","AjustTaux","CoutDricks","CoutUnitType","CoutUnitQ","CoutResType1","CoutResQ1","CoutResType2","CoutResQ2","CoutResType3","CoutResQ3","UnitProduite","Flag","Natures","NaturesAttaq","MaxPetitesCibles","Robustesse","ServantType","ServantMin","Attitude","NombrePourRencontres","TirEmbarque","RessourcesProduites1","RessourcesProduites2","UniteRequise","ProductionTypeUnite","ProductionNbrUnite","TempsDeConstruction","EnConstruction","RessourcesRecoltees","TauxRecolte","UniteRequise2","UniteRequise3","AjustRecolteUnite","AjustRecolteTaux","Medecine","CompetenceSpeciale","CompetenceTaux","ChefDeChantier","Terraform","SousType","DemantelerPour","Help","Disette","SousTypeCreatures","Sanitaire","Population","TechnoProhib","ProductionMaxUnite","EquivalentPaysan","AAbattre","ACouvrir","PonteAleatoire","EffetArmures","DegatsMorts","Imparable","TechnoAssoc","LogTypeProhib","UnitExistReq","NomVisible","RencontreAvec","NoteDeConstruction","PonteClassique","Irrigation","PersonnelMinimum","RealPOP","AEpargner","Producteur","LairType","EntretienRes","EntretienQuant","Formation","UniteRequise4","CoutResType4","CoutResQ4","EntretienMaj","PicNV","Endurance","Regime","PicType"
"1487","Soudards (brigade)","Soldat","5","MCFanLeger","24","-1","Chaos_Plouto","","","","soudard.jpg","0","0","_Brigand_Mercenaire","70","25","0","Terrestre","Terrestre","2","37","35","6","7","5","25","17","6","0","55","","","","","","","45","Gueux","10","Acier","15","Cuir","10","Viande","30","45","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","12","","Moral","","Guilde mercenaire","","","7","20160224012642","","","Chef de bande (v)","Bras droit (v)","","","","Insubordination","4","","","","","","","Mercenaire_Hors-la-loi","","","","","916","","","","Moitier","Moitier","","","","","","","","","","","2","3","3","","","","","Repaire de pirates","Moral","90","","","55","Omnivore",""
"1488","Hors la loi (brigade)","Soldat","5","MCEclaireurs","13","","Chaos_Populo","_Brigand_Saltimbanque_Eclaireur_Espion_Marchand_Mercenaire_Capitaine","","","hllbase.jpg","0","0","","75","60","25","Terrestre","Terrestre_Marin_Volant","3","35","35","15","5","5","15","12","7","0","35","","","","","","","15","Gueux","5","Bois","30","Spiritueux","5","Cuir","10","30","Spy","Vivant","Vivant_Monstre_Mort_Mecanique","1","","Brigand","","Chasse_Faibles","18","","","","Chef de bande","","","3","20160614134612","_Gibier_Fruits_","1","Bras droit","","","","","Pillage","","","","","","","","Hors-la-loi_HLL_Archer","","","","","88","","","","Double","Tiers","","","","","Variable_LowClass","Détrousseur","","","","","3","1","2","Refuge","","","","","Metal","10","","","40","Omnivore",""
"1489","Poste frontière","Batiment_Militaire","0","","46","","Def","","","","postefront.jpg","0","0","","85","0","-25","Terrestre","Terrestre_Marin","1","35","0","5","4","7","40","100","4","0","100","","","","","_Couv1_","6","1","Relais","1","Metal","2","Chevrons de construction","1","Bois","4","1","Bld","Batiment","Vivant_Monstre_Mort_Mecanique","1","","","","Defense","","no","","","Palissades","Manants","18","3","20160729211047","","","Fossés","Poste de milice","","","","","","yes","","Militaire","Deplace","Le poste frontière pacifie le territoire sur lequel il se trouve : Vous n&apos;y ferez plus de rencontres sauvages.&#xD;&#xA;Il ne compte pas dans le nombre de vos bataillons.","","Guard","","","","yes","","","","","Double","Moitier","","","","","","","","","0","","15","11","11","","Acier","0","","Poste frontière","Pierre","8","1","","100","Omnivore",""
"1490","Barge (e)","Navire","4","MCBatCab","0","","Navig","","","","haybarge.jpg","150","180","","45","20","10","Terrestre_Marin","","","0","10","0","0","0","20","25","4","0","40","","","_Capitaine","","","","","","","","","","","","","1","Boa","Mecanique","","","","","","Inoffensif","1","no","","","Experience","","","7","20160529131116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","16","21","","","","","","","","","","15","Omnivore",""
"1491","Brigantin (e)","Navire","7","MCBateau","312","","Att_Navig","","","","briganttin.jpg","60","450","","70","10","0","Terrestre_Marin","Terrestre_Marin","4","35","20","0","32","32","35","180","7","0","65","","","_Capitaine","","_Couv1_","8","","","","","","","","","","1","Boa","Mecanique","Vivant_Monstre_Mort_Mecanique_Batiment","3","","","2","Attaque","1","","","","Experience","","","21","20160529131634","","","","","","","","","","","","","","","","","","","","","","","","","Moitier","Double","","","","","","","","","","","30","89","119","","Voile","1","","","","","","","25","Omnivore",""
"1492","Caravelle (e)","Navire","7","MCBateau","342","","Navig","","","","caravellle.jpg","350","900","_Capitaine","70","10","0","Terrestre_Marin","Terrestre_Marin","3","35","15","5","50","50","30","300","5","0","65","","","","","_Couv1_","10","","","","","","","","","","1","Boa","Mecanique","Vivant_Monstre_Mort_Mecanique_Batiment","4","","","3","Defense","","","","","Experience","","","42","20160529131634","","","","","","","","","","","","","","","","","","","","","","","","","Moitier","Double","","","","","","","","","","","75","159","212","","Voile","1","","","","","","","27","Omnivore",""
"1493","Clipper (e)","Navire","8","MCBateau","0","","Plouto_Navig","","","","Clippers.jpg","350","650","_Capitaine","65","10","0","Terrestre_Marin","","","0","20","0","0","0","25","180","7","0","55","","","","","_Couv1_","4","","","","","","","","","","1","Boa","Mecanique","","","","","","Inoffensif","","","","","Experience","","","35","20160529131116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","114","152","","Voile","1","","","","","","","20","Omnivore",""
"1494","Cogue (e)","Navire","6","MCBatMix","0","","Navig","","","","cogue.jpg","220","360","","60","15","0","Terrestre_Marin","","","0","25","0","0","0","30","100","6","0","45","","","_Capitaine","","_Couv1_","4","","","","","","","","","","1","Boa","Mecanique","","","","","","Inoffensif","","no","","","Experience","","","18","20160529131116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","59","79","","Tissu","1","","","","","","","25","Omnivore",""
"1495","Drakkar (e)","Navire","9","MCBatMix","28","","Chasse_Navig","","","","newdrakkar.jpg","45","325","_Capitaine","55","50","0","Terrestre_Marin","","","0","30","5","0","0","25","130","10","0","65","","","","","_Couv4_Disc1_","16","","","","","","","","","","1","Boa Spy","Mecanique","","","","","","Inoffensif","1","no","","","Experience","","","14","20160729210942","","","","","","","","","","","","","","","","Barbare","","","","","","","","","","","","","","","","","","","","","15","69","92","","Tissu","1","","","","","","","22","Omnivore",""
"1496","Dundee (e)","Navire","7","MCBateau","262","","Att_Navig","","","","xdundee.jpg","20","300","","75","30","0","Terrestre_Marin","Terrestre_Marin","3","35","25","0","16","16","30","160","8","0","65","","","_Capitaine","","_Couv1_","8","","","","","","","","","","1","Boa","Mecanique","Vivant_Monstre_Mort_Mecanique","1","","","1","Attaque","","","","","Experience","","","21","20160529131634","","","","","","","","","","","","","","","","","","","","","","","","","Moitier","","yes","","","","","","","","","","20","58","78","","Tissu","1","","","","","","","25","Omnivore",""
"1497","Flibot (e)","Navire","7","MCBateau","326","","Chaos_Navig","","","","flibot.jpg","60","425","_Capitaine_Brigand","75","40","0","Terrestre_Marin","Terrestre_Marin_Volant","3","45","25","5","20","20","30","180","9","0","65","","","","","_Couv4_Disc1_","25","","","","","","","","","","1","Boa Spy","Mecanique","Vivant_Monstre_Mort_Mecanique","7","","","1","Attaque","","","","","Experience","","","21","20160529131634","","","","","","","","","","","","","","","","","","","","","","","","","Moitier","","yes","","","","","","","","","","30","107","142","","Tissu","2","","","","","","","25","Omnivore",""
"1498","Flute (e)","Navire","6","MCBateau","287","","Plouto_Navig","","","","Flute.jpg","600","950","_Capitaine","65","10","0","Terrestre_Marin","Terrestre_Marin","3","35","10","0","30","30","25","240","4","0","55","","","","","_Couv1_","4","","","","","","","","","","1","Boa","Mecanique","Vivant_Monstre_Mort_Mecanique","3","","","2","Defense","","","","","Experience","","","35","20160529131634","","","","","","","","","","","","","","","","","","","","","","","","","Moitier","Double","","","","","","","","","","","100","130","178","","Voile","1","","","","","","","27","Omnivore",""
"1499","Frégate (e)","Navire","8","MCBateau","430","","Techno_Navig","","","","fregate.jpg","120","750","_Capitaine","75","10","0","Terrestre_Marin","Terrestre_Marin","4","40","20","10","60","60","35","340","9","0","75","","","","","_Couv1_","15","","","","","","","","","","1","Boa","Mecanique","Vivant_Monstre_Mort_Mecanique_Batiment","4","","","4","Attaque","","","","","Experience","","","35","20160529131634","","","","","","","","Bombardement","7","","","","","","","","","","","","","","","","Moitier","Double","","_Milicien_Marchand_Espion_Eclaireur_Saltimbanque_Brigand","","","","","","","","","70","175","234","","Voile","1","","","","","","","30","Omnivore",""
"1500","Galion (e)","Navire","6","MCBateau","378","","Techno_Navig","","","","galllion.jpg","120","1100","_Capitaine","75","10","0","Terrestre_Marin","Terrestre_Marin","4","40","10","10","80","80","35","420","5","0","85","","","","","_Couv1_","15","","","","","","","","","","1","Boa","Mecanique","Vivant_Monstre_Mort_Mecanique_Batiment","3","","","4","Attaque","","","","","Experience","","","42","20160529131634","","","","","","","","Bombardement","10","","","","","","","","","","","","","","","","Ignore","Double","","_Milicien_Marchand_Espion_Eclaireur_Saltimbanque_Brigand","","","","","","","","","100","200","278","","Voile","1","","","","","","","30","Omnivore",""
"1501","Galère (e)","Navire","6","MCBateau","149","","Att_Navig","","","","lagalere.jpg","120","600","_Capitaine","50","10","0","Terrestre_Marin","Marin","2","5","10","10","70","10","35","225","5","0","65","","","","","_Couv1_","8","","","","","","","","","","1","Boa","Mecanique","Vivant_Monstre_Mort_Mecanique","2","","","","Attaque","1","","","","Experience","","","28","20160529131634","","","","","","","","","","","","","","","","","","","","","","","","","","Double","","","","","","","","","","","50","108","145","","Chevrons de construction","2","","","","","","","20","Omnivore",""
"1502","Jonque (e)","Navire","7","MCBateau","259","","Navig","","","","joncquebis.jpg","120","525","_Capitaine","65","50","0","Terrestre_Marin","Terrestre_Marin_Volant","3","30","20","0","20","20","20","160","7","0","65","","","","","_Disc1_","20","","","","","","","","","","1","Boa Spy","Mecanique","Vivant_Monstre_Mort_Mecanique","6","","","2","Attaque","","no","","","Experience","","","30","20160529131634","","","","","","","","","","","","","","","","","","","","","","","","","Moitier","","","","","","","","","","","","40","122","163","","Tissu","2","","","","","","","25","Omnivore",""
"1503","Kiflot (e)","Navire","6","MCBatCab","151","","Navig","","","","Kiflot.jpg","80","400","","50","5","0","Terrestre_Marin","Marin","2","5","25","0","40","10","35","165","5","0","65","","","","","_Couv1_","8","","","","","","","","","","1","Boa","Mecanique","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","1","","","","Experience","","","8","20160529131116","","","","","","","","Confusion","10","","","","","","","PVOrcGob","","","","","","","","","","Double","","","OR","","","","","","","","20","59","79","","Chevrons de construction","1","","","","","","","22","Charognard",""
"1504","Le reine Siegrid (e)","Navire","9","MCBateau","384","","Att_Navig","Aucun","","","Siegrid.jpg","50","650","","85","10","0","Terrestre_Marin","Terrestre_Marin","4","40","15","0","40","40","30","250","7","0","75","","","","","_Couv1_","12","","","","","","","","","","1","Boa Spy","Mecanique","Vivant_Monstre_Mort_Mecanique_Batiment","3","","","2","Attaque","","","","","Experience","","","35","20160529131634","","","","","","","","Bombardement","7","","","","Impossible","","","","","","","","","","","","Moitier","","","","","","","","","","","","40","187","250","","Tissu","2","","","","","","","30","Omnivore",""
"1505","Mashua (e)","Navire","9","MCBatMix","36","","Chasse_Navig","","","","mandragore2.jpg","60","360","_Capitaine","55","50","0","Terrestre_Marin","","","0","30","5","0","0","30","150","10","0","65","","","","","_Couv4_Disc1_","16","","","","","","","","","","1","Boa Spy","Mecanique","","","","","","Inoffensif","","no","","","Experience","","","14","20160729211037","","","","","","","","","","","","","","","","Mahoud","","","","","","","","","","","","","","","","","","","","","15","75","100","","Tissu","1","","","","","","","25","Omnivore",""
"1506","Voilier de charge (e)","Navire","5","MCBateau","251","","Plouto_Navig","","","","voilcharg.jpg","900","1400","_Marchand_Capitaine","65","0","0","Terrestre_Marin","Terrestre_Marin_Volant","3","30","-10","10","18","18","25","235","3","0","40","","","","","_Couv1_","4","","","","","","","","","","1","Boa","Mecanique","Vivant_Monstre_Mort","6","","","2","Defense","","no","","","Experience","","","28","20160529131634","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","","","","","100","130","175","","Voile","1","","","","","","","40","Omnivore",""
"1507","Atoll artificiel (e)","Navire","1","MCBateau","0","15","Plouto_Navig","","_Sea_Ocean_Reefs_","","Atoll artificel.jpg","1000","2000","_Marchand_Capitaine","85","-25","-30","Terrestre_Marin","","","0","-25","5","0","0","25","575","0","0","50","5","","","25_4","_Couv1_","4","","","","","","","","","","1","Bld","Mecanique","","","","","","Inoffensif","","no","Poissons","Dricks","Experience","Pirate","1","42","20160629142932","_Perles_","6","","","Pêcheur","1","15","Quotas","Caravanes100","yes","","Navigation","","Cette unité fait apparaître sur la carte les navires étrangers se trouvant sur des territoires mer ou océan cartographiés, à condition qu&apos;elle soit en mer.","","","","ReparationNavires","","yes","","","","","","","","","","","","","L&apos;atoll artificiel doit être construit en mer.","","","","300","192","257","","Chevrons de construction","4","","","","","","","15","Omnivore",""
"1508","Troupier Yanovien","Soldat","5","MCFanLeger","10","","Att_Def","","_Icy_Glacier_Snow Fields_","","troupieryano.jpg","0","0","","65","25","0","Terrestre","Terrestre","2","35","30","6","5","5","15","15","6","1","50","","","","","","","6","Paysan","1","Metal","4","Bois","4","Cuir","2","24","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","","","","","Troupier Yanovien","","","3","20160225170520","_Gibier_","3","Katarina II","","","","","","","","","","","","","Soldat_Attaque_Soldat_Defense","","","","","","Conscrits","","","Double","Tiers","","","BS","01_Camp","","","Le troupier Yanovien doit être construit sur un terrain enneigé (et ne récolte que sur ce type de terrain).","","","","2","1","1","","","","","","Moral","6","","","35","Omnivore",""
"1509","Troupier Yanovien (v)","Soldat","6","MCFanLeger","21","","Att_Def","","_Icy_Glacier_Snow Fields_","","troupieryano.jpg","0","0","","75","25","0","Terrestre","Terrestre","2","42","37","6","5","5","15","17","8","1","55","","","","","","","6","Troupier Yanovien","12","Acier","3","Runes de givre","1","Metal","3","12","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","","","","","Armurerie","","","3","20160225170523","_Gibier_","3","Castel","","","","","","","","","","","","","Soldat_Attaque_Soldat_Defense","","","","","","Conscrits","","","","Tiers","","","BS","","","","Le troupier Yanovien doit être construit sur un terrain enneigé (et ne récolte que sur ce type de terrain).","","","","2","2","2","","","","","","Cuir","2","","","50","Omnivore",""
"1510","Ecuries (manants)","Batiment_Militaire","0","","0","","Info","","","","ecurie.jpg","0","0","","50","0","10","Terrestre","","","0","-25","0","0","0","40","100","0","0","100","","","_Eclaireur","","","","18","Manants","6","Chevrons de construction","3","Bois","10","Cereales","30","1","Bld","Mecanique","","","","","","Inoffensif","","no","","","Patrouilleur (v)","Eclaireur monté","1","21","20160629140041","","","Sergent de milice (v)","","","","","","","","","Camp","Batiment delabre","","","Cavalier_EGenie","","","","yes","140","","","","","","","_Capitaine","BS_PR_BA_NA","","","","","","","","75","46","52","","Vegetaux","2","","","Vegetaux","60","7","","100","Mixte",""
"1511","Sergent de milice (v)","Civil_Guardien","6","MCFanLeger","172","","Despo_Info","","","","sergentmi.jpg","0","0","","120","25","0","Terrestre_Sp","Terrestre","1","50","45","10","6","6","20","25","9","30","65","","","","","_Endu2_Loya1_PDef30_","45","10","Sergent de milice","1","Cigares de Mikaron","1","Acier de Grim","1","Choucroute de Kholf","1","1","Mil","Vivant","Vivant_Monstre_Mort_Revolte","1","","Milicien","","Attaque","","yes","","","Contre espionnage","Agent","2","21","20160718152133","","","","","","","","Assassinat","70xHLL","yes","","","Impossible","Le sergent de milice est un représentant des forces de l&apos;ordre. Il est habitué à traquer les unités furtives. Sa réputation attire régulièrement de nouveaux miliciens dans la troupe.","","XXX_Chef_Guard","","PasDeDon","","yes","","","yes","","Moitier","Moitier","","_Brigand","","01_Poste de milice","","","","","","","5","","","","","","Université","","Tissu","1","","","85","Omnivore",""
"1512","Contre espionnage (agent)","Civil_Guardien","5","MCFanLeger","36","","Info","","","","contre espionnage.jpg","0","0","","140","50","15","Terrestre","Terrestre_Marin","2","40","50","10","4","4","5","15","11","10","70","","","","","","","9","Agent (v)","3","Papier","3","Tissu","2","Acier","1","3","Pce","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Chasse_Furtifs","","yes","","","Sergent de milice (v)","","","7","20160225165944","","","","","","","","Contre-espionnage","120","","","","","L&apos;unité de contre-espionnage est la seule unité qui peut suivre une unité furtive durant toute une journée ou plus.","","Guard","","","","","8","","yes","","","Tiers","poison","_Brigand","","","Variable_HighClass","","","","","","4","12","12","","","","","","Drogues","1","","","70","Omnivore",""
